node_1,node_2,edge,chunk_id
Common Faults and Repair Methods for Fuses,FuseFailureToOperate,contains,591
"Common fuse failures, their causes, and repair methods","Fault symptoms, causes, and repair methods",isSubsectionOf,592
"Table 5.4: Common Fuse Failures, Causes, and Repair Methods","Common fuse failures, their causes, and repair methods",isSubsectionOf,592
Fuse specification is too small,Failure,classifiedAs,592
Fuse specification is too small,Fuse failure,causes,592
Fuse specification is too small,Fuse,appliesTo,592
Heavy load,Failure,classifiedAs,592
Heavy load,Fuse failure,causes,592
High ambient temperature,EnvironmentalFactor,classifiedAs,592
High ambient temperature,Environmental conditions,isInfluencedBy,592
High ambient temperature,Fuse failure,causes,592
Fuse,Component,classifiedAs,592
Fuse,Equipment,isPartOf,592
Replace with larger-rated fuse,MaintenanceMethod,classifiedAs,592
Replace with larger-rated fuse,Fuse failure,canBeMaintainedBy,592
Improving environmental conditions,MaintenanceMethod,classifiedAs,592
Improving environmental conditions,Fuse failure,canBeMaintainedBy,592
Reducing ambient temperature,MaintenanceMethod,classifiedAs,592
Reducing ambient temperature,Improving environmental conditions,isPartOf,592
Installing a fuse,MaintenanceMethod,classifiedAs,592
Installing a fuse,Improving environmental conditions,isPartOf,592
Melt fuse,Failure,classifiedAs,594
Melt fuse,rating too small,hasProperty,594
Melt fuse,overloaded circuit,causes,594
Improperly installed fuses,Failure,classifiedAs,594
Improperly installed fuses,compression injuries,causes,594
Improperly installed fuses,overly tight,causes,594
Screw not tightened properly,Failure,classifiedAs,594
Screw rusted and seized,Failure,classifiedAs,594
Poor contact at fuse ends,Failure,classifiedAs,594
Loose wiring at connection points,Failure,classifiedAs,594
Spiral fuse holder cap not tightened,Failure,classifiedAs,594
Spiral fuse holder cap not tightened,Circuit is open,causes,594
Determining the nature of the fault based on the melt fuse's melting state,Fault Diagnosis and Repair of Electrical Systems,isSubsectionOf,594
Fault Diagnosis and Repair of Electrical Systems,Melt fuse,contains,594
Fault Diagnosis and Repair of Electrical Systems,Improperly installed fuses,contains,594
Fault Diagnosis and Repair of Electrical Systems,Screw not tightened properly,contains,594
Fault Diagnosis and Repair of Electrical Systems,Screw rusted and seized,contains,594
Fault Diagnosis and Repair of Electrical Systems,Poor contact at fuse ends,contains,594
Fault Diagnosis and Repair of Electrical Systems,Loose wiring at connection points,contains,594
Fault Diagnosis and Repair of Electrical Systems,Spiral fuse holder cap not tightened,contains,594
Fracture near crimping screw,Melt fracture condition,classifiedAs,595
Explosive melting of exposed portion,Melt fracture condition,classifiedAs,595
Smaller fracture in middle of melt,Melt fracture condition,classifiedAs,595
Fracture near crimping screw,Small fracture surface,hasProperty,595
Fracture near crimping screw,Discoloration of screw,hasProperty,595
Fracture near crimping screw,Black oxide layer formation,hasProperty,595
Fracture near crimping screw,Loose crimping,causes,595
Fracture near crimping screw,Loosened screw,causes,595
Fracture near crimping screw,Rusted and seized screw,causes,595
Explosive melting of exposed portion,Short-circuiting high current,causes,595
Smaller fracture in middle of melt,Current exceeding rated current,causes,595
Smaller fracture in middle of melt,Overloaded circuit,causes,595
Smaller fracture in middle of melt,Fuse with too low rating,causes,595
Fuse,Electrical equipment,isPartOf,595
Crimping screw,Fuse,isPartOf,595
Washer,Fuse,isPartOf,595
Fuse element,Fuse,isPartOf,595
Cleaning screw and washer,Fracture near crimping screw,canBeMaintainedBy,595
Replacing screw and washer,Fracture near crimping screw,canBeMaintainedBy,595
Reinstalling molten material,Fracture near crimping screw,canBeMaintainedBy,595
Checking wiring,Explosive melting of exposed portion,canBeMaintainedBy,595
Checking load-bearing equipment,Explosive melting of exposed portion,canBeMaintainedBy,595
Eliminating shorts,Explosive melting of exposed portion,canBeMaintainedBy,595
Identifying overload cause,Smaller fracture in middle of melt,canBeMaintainedBy,595
Choosing appropriately sized fuse,Smaller fracture in middle of melt,canBeMaintainedBy,595
Short-circuiting high current,Generates enormous heat,hasProperty,595
Short-circuiting high current,Brief period,hasProperty,595
Fuse element,Heat dissipation at ends,isInfluencedBy,595
Fuse element,Heat accumulation in middle,isInfluencedBy,595
Black oxide layer,Rusted screw,isInfluencedBy,595
Melt fracture conditions,Fuse systems,appliesTo,595
Current rating increase,Fuse selection,appliesTo,595
Control Devices,5.5.4 Control Devices,isSubsectionOf,596
Button,Control Devices,isSubsectionOf,596
Control Devices,Button,contains,596
Control Devices,Limit Switch,contains,596
Control Devices,Master Controller,contains,596
Button,Equipment,classifiedAs,596
Button,Control Devices,isPartOf,596
Limit Switch,Equipment,classifiedAs,596
Limit Switch,Control Devices,isPartOf,596
Master Controller,Equipment,classifiedAs,596
Master Controller,Control Devices,isPartOf,596
Main Command Devices,Equipment,classifiedAs,596
Button,Main Command Devices,isPartOf,596
Limit Switch,Main Command Devices,isPartOf,596
Master Controller,Main Command Devices,isPartOf,596
Main Command Devices,Control Circuits,appliesTo,596
Main Command Devices,Sequential Control,appliesTo,596
Tingling sensation when pressing start button,Failure,classifiedAs,597
Tingling sensation when pressing start button,Severity: Electric shock hazard,hasProperty,597
Tingling sensation when pressing start button,Protective metal casing contact with wires,causes,597
Tingling sensation when pressing start button,Metal debris creating electrical path,causes,597
Tingling sensation when pressing start button,Check internal wire connections,canBeMaintainedBy,597
Tingling sensation when pressing start button,Regular cleaning,canBeMaintainedBy,597
Tingling sensation when pressing start button,Install plastic film cover,canBeMaintainedBy,597
Circuit not disconnected when stop button pressed,Failure,classifiedAs,597
Circuit not disconnected when stop button pressed,Normally open contact short circuit,causes,597
Normally open contact short circuit,Metal shavings or oil bridging contacts,causes,597
Normally open contact short circuit,Burnt and carbonized bakelite,causes,597
Circuit not disconnected when stop button pressed,Clean contacts,canBeMaintainedBy,597
Controlled appliance does not operate,Failure,classifiedAs,597
Controlled appliance does not operate,Damaged reset spring,causes,597
Controlled appliance does not operate,Oxidized normally open contact,causes,597
Controlled appliance does not operate,Replace reset spring,canBeMaintainedBy,597
Start button,Component,classifiedAs,597
Stop button,Component,classifiedAs,597
Button,Component,classifiedAs,597
Button,Equipment,isPartOf,597
Protective metal casing,Component,classifiedAs,597
Protective metal casing,Button,isPartOf,597
Connecting wires,Component,classifiedAs,597
Button cap,Component,classifiedAs,597
Button cap,Button,isPartOf,597
Normally open contact,Component,classifiedAs,597
Normally open contact,Button,isPartOf,597
Normally closed contact,Component,classifiedAs,597
Normally closed contact,Button,isPartOf,597
Reset spring,Component,classifiedAs,597
Reset spring,Button,isPartOf,597
Button box,Component,classifiedAs,597
Button box,Equipment,isPartOf,597
Bakelite,Material,classifiedAs,597
Bakelite,Button box,isPartOf,597
Metal cutting machine tool,Equipment,classifiedAs,597
Melt-Blown Systems,Equipment,classifiedAs,597
Check internal wire connections,MaintenanceMethod,classifiedAs,597
Regular cleaning,MaintenanceMethod,classifiedAs,597
Install plastic film cover,MaintenanceMethod,classifiedAs,597
Clean contacts,MaintenanceMethod,classifiedAs,597
Replace reset spring,MaintenanceMethod,classifiedAs,597
Iron chips,Material,classifiedAs,597
Metal powder,Material,classifiedAs,597
Metal shavings,Material,classifiedAs,597
Oil,Material,classifiedAs,597
Metal debris,EnvironmentalFactor,isInfluencedBy,597
Oxidation,EnvironmentalFactor,isInfluencedBy,597
Case Study Tutorial on Electromechanical System Fault Diagnosis and Maintenance for Melt-Blown Systems,Section,classifiedAs,597
Case Study Tutorial on Electromechanical System Fault Diagnosis and Maintenance for Melt-Blown Systems,Tingling sensation when pressing start button,contains,597
Case Study Tutorial on Electromechanical System Fault Diagnosis and Maintenance for Melt-Blown Systems,Circuit not disconnected when stop button pressed,contains,597
Case Study Tutorial on Electromechanical System Fault Diagnosis and Maintenance for Melt-Blown Systems,Controlled appliance does not operate,contains,597
Fatigue cracking,FailureMode,classifiedAs,598
Fatigue cracking,Pipelines,appliesTo,598
Fatigue cracking,Cyclic loading,isInfluencedBy,598
Fatigue cracking,Material defects,isInfluencedBy,598
Fatigue cracking,Corrosion,isInfluencedBy,598
Fatigue cracking,Poor welding,isInfluencedBy,598
Fatigue cracking,Regular inspection,canBeMaintainedBy,598
Fatigue cracking,Stress analysis,canBeMaintainedBy,598
Fatigue cracking,High severity,hasProperty,598
Fatigue cracking,Occurrence during operation,hasProperty,598
Fatigue cracking,Repair by welding or section replacement,hasProperty,598
Pipelines,Equipment,classifiedAs,598
Cyclic loading,EnvironmentalFactor,classifiedAs,598
Material defects,Material,classifiedAs,598
Corrosion,FailureMode,classifiedAs,598
Poor welding,Failure,classifiedAs,598
Regular inspection,MaintenanceMethod,classifiedAs,598
Stress analysis,DiagnosticTechnique,classifiedAs,598
Welding,MaintenanceMethod,classifiedAs,598
Section replacement,MaintenanceMethod,classifiedAs,598
Corrosion,Fatigue cracking,causes,598
Material defects,Fatigue cracking,causes,598
Poor welding,Fatigue cracking,causes,598
Cyclic loading,Fatigue cracking,causes,598
Introduction,Main Body,isSubsectionOf,598
Failure Analysis,Main Body,isSubsectionOf,598
Maintenance Strategies,Main Body,isSubsectionOf,598
Introduction,Pipelines,contains,598
Failure Analysis,Fatigue cracking,contains,598
Failure Analysis,Cyclic loading,contains,598
Failure Analysis,Material defects,contains,598
Failure Analysis,Corrosion,contains,598
Failure Analysis,Poor welding,contains,598
Maintenance Strategies,Regular inspection,contains,598
Maintenance Strategies,Stress analysis,contains,598
Maintenance Strategies,Welding,contains,598
Maintenance Strategies,Section replacement,contains,598
Limit Switch,Equipment,classifiedAs,599
Limit Switch,converts mechanical travel signals into electrical signals,hasProperty,599
Limit Switch,sequence controllers,appliesTo,599
Limit Switch,automated systems,appliesTo,599
Limit Switch triggered,FailureMode,classifiedAs,599
Limit Switch triggered,equipment will operate uncontrollably,hasProperty,599
Limit Switch triggered,significant risks,hasProperty,599
Limit Switch triggered,Poor contact at the switch contacts,causes,599
Poor contact at the switch contacts,Failure,classifiedAs,599
Poor contact at the switch contacts,Regular inspection and cleaning,canBeMaintainedBy,599
Regular inspection and cleaning,MaintenanceMethod,classifiedAs,599
Limit Switch triggered,Improper installation,causes,599
Improper installation,Failure,classifiedAs,599
Improper installation,adjust the position and tighten mounting screws,canBeMaintainedBy,599
adjust the position and tighten mounting screws,MaintenanceMethod,classifiedAs,599
Limit Switch triggered,Loose contact wire,causes,599
Loose contact wire,Failure,classifiedAs,599
Loose contact wire,check and tighten the loose connection,canBeMaintainedBy,599
check and tighten the loose connection,MaintenanceMethod,classifiedAs,599
Normally closed contact fails to close,FailureMode,classifiedAs,599
Normally closed contact fails to close,Weakened or blocked reset spring,causes,599
Weakened or blocked reset spring,Failure,classifiedAs,599
Weakened or blocked reset spring,replace the spring or remove the obstruction,canBeMaintainedBy,599
replace the spring or remove the obstruction,MaintenanceMethod,classifiedAs,599
Normally closed contact fails to close,Skewed or loose normally open contact,causes,599
Skewed or loose normally open contact,Failure,classifiedAs,599
Skewed or loose normally open contact,installed too close to the impact block,isInfluencedBy,599
Skewed or loose normally open contact,adjust the installation position,canBeMaintainedBy,599
adjust the installation position,MaintenanceMethod,classifiedAs,599
Lever tilted but contact inactive,FailureMode,classifiedAs,599
Lever tilted but contact inactive,Installed too low,causes,599
